ROI,average ROI size,average localizer mask size,inter-subject overlap,mean[1;1],stderr[1;1],T/F,dof,p,p-fdr
LIFGorb,370,37,1.000000,1.582316,0.843981,1.874826,5.000000,0.059835,0.071802
LIFG,743,74,1.000000,2.172873,0.549121,3.957000,5.000000,0.005388,0.008195
LMFG,462,46,1.000000,2.945450,0.663110,4.441873,5.000000,0.003377,0.008195
LAntTemp,1627,162,1.000000,1.117383,0.279166,4.002575,5.000000,0.005149,0.008195
LPostTemp,2948,294,1.000000,1.619492,0.410718,3.943071,5.000000,0.005463,0.008195
LAngG,644,64,1.000000,0.381991,0.470026,0.812702,5.000000,0.226666,0.226666
