ROI,average ROI size,average localizer mask size,inter-subject overlap,mean[1;1],stderr[1;1],T/F,dof,p,p-fdr
LIFGorb,370,37,1.000000,0.433550,0.332512,1.303866,5.000000,0.124539,0.373617
LIFG,743,74,1.000000,0.078438,0.443605,0.176819,5.000000,0.433295,0.472214
LMFG,462,46,1.000000,0.020445,0.279019,0.073275,5.000000,0.472214,0.472214
LAntTemp,1627,162,1.000000,0.263753,0.196798,1.340226,5.000000,0.118923,0.373617
LPostTemp,2948,294,1.000000,0.239705,0.257288,0.931659,5.000000,0.197138,0.394277
LAngG,644,64,1.000000,0.112896,0.361766,0.312068,5.000000,0.383791,0.472214
