ROI,average ROI size,average localizer mask size,inter-subject overlap,mean[1;1],stderr[1;1],T/F,dof,p,p-fdr
LIFGorb,370,37,1.000000,0.290209,0.354525,0.818587,5.000000,0.225130,0.406814
LIFG,743,74,1.000000,-0.048794,0.385053,-0.126721,5.000000,0.547950,0.638479
LMFG,462,46,1.000000,-0.087362,0.232966,-0.374999,5.000000,0.638479,0.638479
LAntTemp,1627,162,1.000000,0.113580,0.173860,0.653283,5.000000,0.271209,0.406814
LPostTemp,2948,294,1.000000,0.134500,0.190675,0.705389,5.000000,0.256032,0.406814
LAngG,644,64,1.000000,0.189339,0.133647,1.416714,5.000000,0.107873,0.406814
