ROI,average ROI size,average localizer mask size,inter-subject overlap,mean[1;1],stderr[1;1],T/F,dof,p,p-fdr
LIFGorb,370,37,1.000000,0.143341,0.334364,0.428698,5.000000,0.342992,0.411591
LIFG,743,74,1.000000,0.127232,0.169737,0.749583,5.000000,0.243627,0.381517
LMFG,462,46,1.000000,0.107807,0.139131,0.774858,5.000000,0.236728,0.381517
LAntTemp,1627,162,1.000000,0.150174,0.180416,0.832372,5.000000,0.221563,0.381517
LPostTemp,2948,294,1.000000,0.105205,0.147903,0.711312,5.000000,0.254345,0.381517
LAngG,644,64,1.000000,-0.076444,0.422308,-0.181014,5.000000,0.568267,0.568267
