ROI,Subject,Effect, LocalizerSize,EffectSize
LAntTemp,522_FED_20161228e_3T2_PL2017,DiffAll-SameAll, 162,-0.091826
LAntTemp,522_FED_20161228e_3T2_PL2017,DiffAll-SameMan, 162,0.141008
LAntTemp,522_FED_20161228e_3T2_PL2017,DiffAll-SamePath, 162,0.018884
LAntTemp,522_FED_20161228e_3T2_PL2017,DiffAll-SameAg, 162,0.004109
LAntTemp,522_FED_20161228e_3T2_PL2017,SameMan-SameAll, 162,-0.232834
LAntTemp,522_FED_20161228e_3T2_PL2017,SamePath-SameAll, 162,-0.110709
LAntTemp,522_FED_20161228e_3T2_PL2017,SameAg-SameAll, 162,-0.095935
LAntTemp,516_FED_20161217a_3T2_PL2017,SameAll, 162,-0.967099
LAntTemp,516_FED_20161217a_3T2_PL2017,SameMan, 162,-0.806772
LAntTemp,516_FED_20161217a_3T2_PL2017,SamePath, 162,-0.034145
LAntTemp,516_FED_20161217a_3T2_PL2017,SameAg, 162,0.871607
LAntTemp,516_FED_20161217a_3T2_PL2017,DiffAll, 162,-1.040022
LAntTemp,516_FED_20161217a_3T2_PL2017,Cont, 162,-1.134553
LAntTemp,516_FED_20161217a_3T2_PL2017,DiffAll-Cont, 162,0.094532
LAntTemp,516_FED_20161217a_3T2_PL2017,SameMan-Cont, 162,0.327782
LAntTemp,516_FED_20161217a_3T2_PL2017,SamePath-Cont, 162,1.100408
LAntTemp,516_FED_20161217a_3T2_PL2017,SameAg-Cont, 162,2.006161
LAntTemp,516_FED_20161217a_3T2_PL2017,SameAll-Cont, 162,0.167454
LAntTemp,516_FED_20161217a_3T2_PL2017,All-Cont, 162,0.739267
LAntTemp,516_FED_20161217a_3T2_PL2017,DiffAll-SameAll, 162,-0.072923
LAntTemp,516_FED_20161217a_3T2_PL2017,DiffAll-SameMan, 162,-0.233250
LAntTemp,516_FED_20161217a_3T2_PL2017,DiffAll-SamePath, 162,-1.005876
LAntTemp,516_FED_20161217a_3T2_PL2017,DiffAll-SameAg, 162,-1.911629
LAntTemp,516_FED_20161217a_3T2_PL2017,SameMan-SameAll, 162,0.160327
LAntTemp,516_FED_20161217a_3T2_PL2017,SamePath-SameAll, 162,0.932953
LAntTemp,516_FED_20161217a_3T2_PL2017,SameAg-SameAll, 162,1.838706
LAntTemp,426_FED_20161215c_3T2_PL2017,SameAll, 162,-0.284236
LAntTemp,426_FED_20161215c_3T2_PL2017,SameMan, 162,-0.704556
LAntTemp,426_FED_20161215c_3T2_PL2017,SamePath, 162,-0.066972
LAntTemp,426_FED_20161215c_3T2_PL2017,SameAg, 162,-0.022011
LAntTemp,426_FED_20161215c_3T2_PL2017,DiffAll, 162,-0.841688
LAntTemp,426_FED_20161215c_3T2_PL2017,Cont, 162,-0.127667
LAntTemp,426_FED_20161215c_3T2_PL2017,DiffAll-Cont, 162,-0.714021
LAntTemp,426_FED_20161215c_3T2_PL2017,SameMan-Cont, 162,-0.576888
LAntTemp,426_FED_20161215c_3T2_PL2017,SamePath-Cont, 162,0.060695
LAntTemp,426_FED_20161215c_3T2_PL2017,SameAg-Cont, 162,0.105657
LAntTemp,426_FED_20161215c_3T2_PL2017,SameAll-Cont, 162,-0.156568
LAntTemp,426_FED_20161215c_3T2_PL2017,All-Cont, 162,-0.256225
LAntTemp,426_FED_20161215c_3T2_PL2017,DiffAll-SameAll, 162,-0.557453
LAntTemp,426_FED_20161215c_3T2_PL2017,DiffAll-SameMan, 162,-0.137133
LAntTemp,426_FED_20161215c_3T2_PL2017,DiffAll-SamePath, 162,-0.774716
LAntTemp,426_FED_20161215c_3T2_PL2017,DiffAll-SameAg, 162,-0.819678
LAntTemp,426_FED_20161215c_3T2_PL2017,SameMan-SameAll, 162,-0.420320
LAntTemp,426_FED_20161215c_3T2_PL2017,SamePath-SameAll, 162,0.217263
LAntTemp,426_FED_20161215c_3T2_PL2017,SameAg-SameAll, 162,0.262225
LPostTemp,334_FED_20161221a_3T2_PL2017,SameAll, 294,0.138758
LPostTemp,334_FED_20161221a_3T2_PL2017,SameMan, 294,-0.623543
LPostTemp,334_FED_20161221a_3T2_PL2017,SamePath, 294,0.064708
LPostTemp,334_FED_20161221a_3T2_PL2017,SameAg, 294,0.135517
LPostTemp,334_FED_20161221a_3T2_PL2017,DiffAll, 294,0.123216
LPostTemp,334_FED_20161221a_3T2_PL2017,Cont, 294,-0.234765
LPostTemp,334_FED_20161221a_3T2_PL2017,DiffAll-Cont, 294,0.357980
LPostTemp,334_FED_20161221a_3T2_PL2017,SameMan-Cont, 294,-0.388778
LPostTemp,334_FED_20161221a_3T2_PL2017,SamePath-Cont, 294,0.299473
LPostTemp,334_FED_20161221a_3T2_PL2017,SameAg-Cont, 294,0.370282
LPostTemp,334_FED_20161221a_3T2_PL2017,SameAll-Cont, 294,0.373523
LPostTemp,334_FED_20161221a_3T2_PL2017,All-Cont, 294,0.202496
LPostTemp,334_FED_20161221a_3T2_PL2017,DiffAll-SameAll, 294,-0.015542
LPostTemp,334_FED_20161221a_3T2_PL2017,DiffAll-SameMan, 294,0.746758
LPostTemp,334_FED_20161221a_3T2_PL2017,DiffAll-SamePath, 294,0.058507
LPostTemp,334_FED_20161221a_3T2_PL2017,DiffAll-SameAg, 294,-0.012302
LPostTemp,334_FED_20161221a_3T2_PL2017,SameMan-SameAll, 294,-0.762301
LPostTemp,334_FED_20161221a_3T2_PL2017,SamePath-SameAll, 294,-0.074050
LPostTemp,334_FED_20161221a_3T2_PL2017,SameAg-SameAll, 294,-0.003240
LPostTemp,479_FED_20161228d_3T2_PL2017,SameAll, 294,0.561101
LPostTemp,479_FED_20161228d_3T2_PL2017,SameMan, 294,0.479901
LPostTemp,479_FED_20161228d_3T2_PL2017,SamePath, 294,0.584534
LPostTemp,479_FED_20161228d_3T2_PL2017,SameAg, 294,0.730107
LPostTemp,479_FED_20161228d_3T2_PL2017,DiffAll, 294,0.221969
LPostTemp,479_FED_20161228d_3T2_PL2017,Cont, 294,-0.182899
LPostTemp,479_FED_20161228d_3T2_PL2017,DiffAll-Cont, 294,0.404868
LPostTemp,479_FED_20161228d_3T2_PL2017,SameMan-Cont, 294,0.662800
LPostTemp,479_FED_20161228d_3T2_PL2017,SamePath-Cont, 294,0.767433
LPostTemp,479_FED_20161228d_3T2_PL2017,SameAg-Cont, 294,0.913006
LPostTemp,479_FED_20161228d_3T2_PL2017,SameAll-Cont, 294,0.744000
LPostTemp,479_FED_20161228d_3T2_PL2017,All-Cont, 294,0.698421
LPostTemp,479_FED_20161228d_3T2_PL2017,DiffAll-SameAll, 294,-0.339132
LPostTemp,479_FED_20161228d_3T2_PL2017,DiffAll-SameMan, 294,-0.257932
LPostTemp,479_FED_20161228d_3T2_PL2017,DiffAll-SamePath, 294,-0.362565
LPostTemp,479_FED_20161228d_3T2_PL2017,DiffAll-SameAg, 294,-0.508138
LPostTemp,479_FED_20161228d_3T2_PL2017,SameMan-SameAll, 294,-0.081200
LPostTemp,479_FED_20161228d_3T2_PL2017,SamePath-SameAll, 294,0.023433
LPostTemp,479_FED_20161228d_3T2_PL2017,SameAg-SameAll, 294,0.169006
LPostTemp,522_FED_20161228e_3T2_PL2017,SameAll, 294,0.085670
LPostTemp,522_FED_20161228e_3T2_PL2017,SameMan, 294,-0.132429
LPostTemp,522_FED_20161228e_3T2_PL2017,SamePath, 294,-0.084714
LPostTemp,522_FED_20161228e_3T2_PL2017,SameAg, 294,0.149285
LPostTemp,522_FED_20161228e_3T2_PL2017,DiffAll, 294,-0.099982
LPostTemp,522_FED_20161228e_3T2_PL2017,Cont, 294,0.268842
LPostTemp,522_FED_20161228e_3T2_PL2017,DiffAll-Cont, 294,-0.368823
LPostTemp,522_FED_20161228e_3T2_PL2017,SameMan-Cont, 294,-0.401270
LPostTemp,522_FED_20161228e_3T2_PL2017,SamePath-Cont, 294,-0.353556
LPostTemp,522_FED_20161228e_3T2_PL2017,SameAg-Cont, 294,-0.119557
LPostTemp,522_FED_20161228e_3T2_PL2017,SameAll-Cont, 294,-0.183172
LPostTemp,522_FED_20161228e_3T2_PL2017,All-Cont, 294,-0.285276
LPostTemp,522_FED_20161228e_3T2_PL2017,DiffAll-SameAll, 294,-0.185652
LPostTemp,522_FED_20161228e_3T2_PL2017,DiffAll-SameMan, 294,0.032447
LPostTemp,522_FED_20161228e_3T2_PL2017,DiffAll-SamePath, 294,-0.015268
LPostTemp,522_FED_20161228e_3T2_PL2017,DiffAll-SameAg, 294,-0.249267
LPostTemp,522_FED_20161228e_3T2_PL2017,SameMan-SameAll, 294,-0.218098
LPostTemp,522_FED_20161228e_3T2_PL2017,SamePath-SameAll, 294,-0.170384
LPostTemp,522_FED_20161228e_3T2_PL2017,SameAg-SameAll, 294,0.063615
LPostTemp,516_FED_20161217a_3T2_PL2017,SameAll, 294,-0.212450
LPostTemp,516_FED_20161217a_3T2_PL2017,SameMan, 294,-0.474224
LPostTemp,516_FED_20161217a_3T2_PL2017,SamePath, 294,0.527975
LPostTemp,516_FED_20161217a_3T2_PL2017,SameAg, 294,1.031731
LPostTemp,516_FED_20161217a_3T2_PL2017,DiffAll, 294,-0.125030
LPostTemp,516_FED_20161217a_3T2_PL2017,Cont, 294,-0.662347
LPostTemp,516_FED_20161217a_3T2_PL2017,DiffAll-Cont, 294,0.537317
LPostTemp,516_FED_20161217a_3T2_PL2017,SameMan-Cont, 294,0.188123
LPostTemp,516_FED_20161217a_3T2_PL2017,SamePath-Cont, 294,1.190322
LPostTemp,516_FED_20161217a_3T2_PL2017,SameAg-Cont, 294,1.694078
LPostTemp,516_FED_20161217a_3T2_PL2017,SameAll-Cont, 294,0.449897
LPostTemp,516_FED_20161217a_3T2_PL2017,All-Cont, 294,0.811947
LPostTemp,516_FED_20161217a_3T2_PL2017,DiffAll-SameAll, 294,0.087420
LPostTemp,516_FED_20161217a_3T2_PL2017,DiffAll-SameMan, 294,0.349194
LPostTemp,516_FED_20161217a_3T2_PL2017,DiffAll-SamePath, 294,-0.653005
LPostTemp,516_FED_20161217a_3T2_PL2017,DiffAll-SameAg, 294,-1.156761
LPostTemp,516_FED_20161217a_3T2_PL2017,SameMan-SameAll, 294,-0.261774
LPostTemp,516_FED_20161217a_3T2_PL2017,SamePath-SameAll, 294,0.740425
LPostTemp,516_FED_20161217a_3T2_PL2017,SameAg-SameAll, 294,1.244181
LPostTemp,426_FED_20161215c_3T2_PL2017,SameAll, 294,-0.048791
LPostTemp,426_FED_20161215c_3T2_PL2017,SameMan, 294,-0.431994
LPostTemp,426_FED_20161215c_3T2_PL2017,SamePath, 294,-0.250884
LPostTemp,426_FED_20161215c_3T2_PL2017,SameAg, 294,0.277328
LPostTemp,426_FED_20161215c_3T2_PL2017,DiffAll, 294,-0.588107
LPostTemp,426_FED_20161215c_3T2_PL2017,Cont, 294,0.012206
LPostTemp,426_FED_20161215c_3T2_PL2017,DiffAll-Cont, 294,-0.600313
LPostTemp,426_FED_20161215c_3T2_PL2017,SameMan-Cont, 294,-0.444200
LPostTemp,426_FED_20161215c_3T2_PL2017,SamePath-Cont, 294,-0.263090
LPostTemp,426_FED_20161215c_3T2_PL2017,SameAg-Cont, 294,0.265122
LPostTemp,426_FED_20161215c_3T2_PL2017,SameAll-Cont, 294,-0.060997
LPostTemp,426_FED_20161215c_3T2_PL2017,All-Cont, 294,-0.220695
LPostTemp,426_FED_20161215c_3T2_PL2017,DiffAll-SameAll, 294,-0.539316
LPostTemp,426_FED_20161215c_3T2_PL2017,DiffAll-SameMan, 294,-0.156113
LPostTemp,426_FED_20161215c_3T2_PL2017,DiffAll-SamePath, 294,-0.337223
LPostTemp,426_FED_20161215c_3T2_PL2017,DiffAll-SameAg, 294,-0.865435
LPostTemp,426_FED_20161215c_3T2_PL2017,SameMan-SameAll, 294,-0.383203
LPostTemp,426_FED_20161215c_3T2_PL2017,SamePath-SameAll, 294,-0.202093
LPostTemp,426_FED_20161215c_3T2_PL2017,SameAg-SameAll, 294,0.326119
LAngG,334_FED_20161221a_3T2_PL2017,SameAll, 64,1.248506
LAngG,334_FED_20161221a_3T2_PL2017,SameMan, 64,1.373104
LAngG,334_FED_20161221a_3T2_PL2017,SamePath, 64,-0.372956
LAngG,334_FED_20161221a_3T2_PL2017,SameAg, 64,0.468857
LAngG,334_FED_20161221a_3T2_PL2017,DiffAll, 64,0.082447
LAngG,334_FED_20161221a_3T2_PL2017,Cont, 64,0.584334
LAngG,334_FED_20161221a_3T2_PL2017,DiffAll-Cont, 64,-0.501888
LAngG,334_FED_20161221a_3T2_PL2017,SameMan-Cont, 64,0.788770
LAngG,334_FED_20161221a_3T2_PL2017,SamePath-Cont, 64,-0.957290
LAngG,334_FED_20161221a_3T2_PL2017,SameAg-Cont, 64,-0.115477
LAngG,334_FED_20161221a_3T2_PL2017,SameAll-Cont, 64,0.664171
LAngG,334_FED_20161221a_3T2_PL2017,All-Cont, 64,-0.024343
LAngG,334_FED_20161221a_3T2_PL2017,DiffAll-SameAll, 64,-1.166059
LAngG,334_FED_20161221a_3T2_PL2017,DiffAll-SameMan, 64,-1.290658
LAngG,334_FED_20161221a_3T2_PL2017,DiffAll-SamePath, 64,0.455402
LAngG,334_FED_20161221a_3T2_PL2017,DiffAll-SameAg, 64,-0.386411
LAngG,334_FED_20161221a_3T2_PL2017,SameMan-SameAll, 64,0.124598
LAngG,334_FED_20161221a_3T2_PL2017,SamePath-SameAll, 64,-1.621461
LAngG,334_FED_20161221a_3T2_PL2017,SameAg-SameAll, 64,-0.779648
LAngG,479_FED_20161228d_3T2_PL2017,SameAll, 64,0.436503
LAngG,479_FED_20161228d_3T2_PL2017,SameMan, 64,-0.061476
LAngG,479_FED_20161228d_3T2_PL2017,SamePath, 64,0.055679
LAngG,479_FED_20161228d_3T2_PL2017,SameAg, 64,0.351259
LAngG,479_FED_20161228d_3T2_PL2017,DiffAll, 64,0.176647
LAngG,479_FED_20161228d_3T2_PL2017,Cont, 64,0.157111
LAngG,479_FED_20161228d_3T2_PL2017,DiffAll-Cont, 64,0.019536
LAngG,479_FED_20161228d_3T2_PL2017,SameMan-Cont, 64,-0.218588
LAngG,479_FED_20161228d_3T2_PL2017,SamePath-Cont, 64,-0.101433
LAngG,479_FED_20161228d_3T2_PL2017,SameAg-Cont, 64,0.194147
LAngG,479_FED_20161228d_3T2_PL2017,SameAll-Cont, 64,0.279391
LAngG,479_FED_20161228d_3T2_PL2017,All-Cont, 64,0.034611
LAngG,479_FED_20161228d_3T2_PL2017,DiffAll-SameAll, 64,-0.259855
LAngG,479_FED_20161228d_3T2_PL2017,DiffAll-SameMan, 64,0.238124
LAngG,479_FED_20161228d_3T2_PL2017,DiffAll-SamePath, 64,0.120968
LAngG,479_FED_20161228d_3T2_PL2017,DiffAll-SameAg, 64,-0.174611
LAngG,479_FED_20161228d_3T2_PL2017,SameMan-SameAll, 64,-0.497979
LAngG,479_FED_20161228d_3T2_PL2017,SamePath-SameAll, 64,-0.380824
LAngG,479_FED_20161228d_3T2_PL2017,SameAg-SameAll, 64,-0.085244
LAngG,522_FED_20161228e_3T2_PL2017,SameAll, 64,0.484997
LAngG,522_FED_20161228e_3T2_PL2017,SameMan, 64,0.006478
LAngG,522_FED_20161228e_3T2_PL2017,SamePath, 64,0.218727
LAngG,522_FED_20161228e_3T2_PL2017,SameAg, 64,0.109242
LAngG,522_FED_20161228e_3T2_PL2017,DiffAll, 64,0.615541
LAngG,522_FED_20161228e_3T2_PL2017,Cont, 64,0.365243
LAngG,522_FED_20161228e_3T2_PL2017,DiffAll-Cont, 64,0.250298
LAngG,522_FED_20161228e_3T2_PL2017,SameMan-Cont, 64,-0.358765
LAngG,522_FED_20161228e_3T2_PL2017,SamePath-Cont, 64,-0.146516
LAngG,522_FED_20161228e_3T2_PL2017,SameAg-Cont, 64,-0.256001
LAngG,522_FED_20161228e_3T2_PL2017,SameAll-Cont, 64,0.119754
LAngG,522_FED_20161228e_3T2_PL2017,All-Cont, 64,-0.078246
LAngG,522_FED_20161228e_3T2_PL2017,DiffAll-SameAll, 64,0.130545
LAngG,522_FED_20161228e_3T2_PL2017,DiffAll-SameMan, 64,0.609064
LAngG,522_FED_20161228e_3T2_PL2017,DiffAll-SamePath, 64,0.396814
LAngG,522_FED_20161228e_3T2_PL2017,DiffAll-SameAg, 64,0.506299
LAngG,522_FED_20161228e_3T2_PL2017,SameMan-SameAll, 64,-0.478519
LAngG,522_FED_20161228e_3T2_PL2017,SamePath-SameAll, 64,-0.266270
LAngG,522_FED_20161228e_3T2_PL2017,SameAg-SameAll, 64,-0.375755
LAngG,516_FED_20161217a_3T2_PL2017,SameAll, 64,-0.849211
LAngG,516_FED_20161217a_3T2_PL2017,SameMan, 64,-0.504255
LAngG,516_FED_20161217a_3T2_PL2017,SamePath, 64,0.665506
LAngG,516_FED_20161217a_3T2_PL2017,SameAg, 64,1.615695
LAngG,516_FED_20161217a_3T2_PL2017,DiffAll, 64,0.061420
LAngG,516_FED_20161217a_3T2_PL2017,Cont, 64,-1.078462
LAngG,516_FED_20161217a_3T2_PL2017,DiffAll-Cont, 64,1.139882
LAngG,516_FED_20161217a_3T2_PL2017,SameMan-Cont, 64,0.574207
LAngG,516_FED_20161217a_3T2_PL2017,SamePath-Cont, 64,1.743968
LAngG,516_FED_20161217a_3T2_PL2017,SameAg-Cont, 64,2.694157
LAngG,516_FED_20161217a_3T2_PL2017,SameAll-Cont, 64,0.229251
LAngG,516_FED_20161217a_3T2_PL2017,All-Cont, 64,1.276293
LAngG,516_FED_20161217a_3T2_PL2017,DiffAll-SameAll, 64,0.910631
LAngG,516_FED_20161217a_3T2_PL2017,DiffAll-SameMan, 64,0.565675
LAngG,516_FED_20161217a_3T2_PL2017,DiffAll-SamePath, 64,-0.604085
LAngG,516_FED_20161217a_3T2_PL2017,DiffAll-SameAg, 64,-1.554275
LAngG,516_FED_20161217a_3T2_PL2017,SameMan-SameAll, 64,0.344956
LAngG,516_FED_20161217a_3T2_PL2017,SamePath-SameAll, 64,1.514717
LAngG,516_FED_20161217a_3T2_PL2017,SameAg-SameAll, 64,2.464906
LAngG,426_FED_20161215c_3T2_PL2017,SameAll, 64,0.048346
LAngG,426_FED_20161215c_3T2_PL2017,SameMan, 64,-0.468255
LAngG,426_FED_20161215c_3T2_PL2017,SamePath, 64,-0.122186
LAngG,426_FED_20161215c_3T2_PL2017,SameAg, 64,0.220970
LAngG,426_FED_20161215c_3T2_PL2017,DiffAll, 64,-0.870665
LAngG,426_FED_20161215c_3T2_PL2017,Cont, 64,-0.149618
LAngG,426_FED_20161215c_3T2_PL2017,DiffAll-Cont, 64,-0.721047
LAngG,426_FED_20161215c_3T2_PL2017,SameMan-Cont, 64,-0.318636
LAngG,426_FED_20161215c_3T2_PL2017,SamePath-Cont, 64,0.027433
LAngG,426_FED_20161215c_3T2_PL2017,SameAg-Cont, 64,0.370589
LAngG,426_FED_20161215c_3T2_PL2017,SameAll-Cont, 64,0.197964
LAngG,426_FED_20161215c_3T2_PL2017,All-Cont, 64,-0.088740
LAngG,426_FED_20161215c_3T2_PL2017,DiffAll-SameAll, 64,-0.919011
LAngG,426_FED_20161215c_3T2_PL2017,DiffAll-SameMan, 64,-0.402410
LAngG,426_FED_20161215c_3T2_PL2017,DiffAll-SamePath, 64,-0.748479
LAngG,426_FED_20161215c_3T2_PL2017,DiffAll-SameAg, 64,-1.091636
LAngG,426_FED_20161215c_3T2_PL2017,SameMan-SameAll, 64,-0.516601
LAngG,426_FED_20161215c_3T2_PL2017,SamePath-SameAll, 64,-0.170532
LAngG,426_FED_20161215c_3T2_PL2017,SameAg-SameAll, 64,0.172624
