"ROIName","Subject","Contrast","nVoxels","SignalChange"
4,"479_FED_20161228d_3T2_PL2017","SameAg-Cont",510,0.896516
4,"479_FED_20161228d_3T2_PL2017","SameAll-Cont",510,0.030948
4,"479_FED_20161228d_3T2_PL2017","All-Cont",510,0.229411
4,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAll",510,-0.274871
4,"479_FED_20161228d_3T2_PL2017","DiffAll-SameMan",510,-0.055723
4,"479_FED_20161228d_3T2_PL2017","DiffAll-SamePath",510,-0.895636
4,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAg",510,-1.140438
4,"479_FED_20161228d_3T2_PL2017","SameMan-SameAll",510,-0.219148
4,"479_FED_20161228d_3T2_PL2017","SamePath-SameAll",510,0.620765
4,"479_FED_20161228d_3T2_PL2017","SameAg-SameAll",510,0.865567
4,"522_FED_20161228e_3T2_PL2017","SameAll",510,0.6037
4,"522_FED_20161228e_3T2_PL2017","SameMan",510,0.126912
4,"522_FED_20161228e_3T2_PL2017","SamePath",510,0.173579
4,"522_FED_20161228e_3T2_PL2017","SameAg",510,-0.06276
4,"522_FED_20161228e_3T2_PL2017","DiffAll",510,0.418807
4,"522_FED_20161228e_3T2_PL2017","Cont",510,0.993206
4,"522_FED_20161228e_3T2_PL2017","DiffAll-Cont",510,-0.574399
4,"522_FED_20161228e_3T2_PL2017","SameMan-Cont",510,-0.866294
4,"522_FED_20161228e_3T2_PL2017","SamePath-Cont",510,-0.819627
4,"522_FED_20161228e_3T2_PL2017","SameAg-Cont",510,-1.055966
4,"522_FED_20161228e_3T2_PL2017","SameAll-Cont",510,-0.389506
4,"522_FED_20161228e_3T2_PL2017","All-Cont",510,-0.741158
4,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAll",510,-0.184892
4,"522_FED_20161228e_3T2_PL2017","DiffAll-SameMan",510,0.291896
4,"522_FED_20161228e_3T2_PL2017","DiffAll-SamePath",510,0.245228
4,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAg",510,0.481568
4,"522_FED_20161228e_3T2_PL2017","SameMan-SameAll",510,-0.476788
4,"522_FED_20161228e_3T2_PL2017","SamePath-SameAll",510,-0.430121
4,"522_FED_20161228e_3T2_PL2017","SameAg-SameAll",510,-0.66646
4,"516_FED_20161217a_3T2_PL2017","SameAll",510,0.097164
4,"516_FED_20161217a_3T2_PL2017","SameMan",510,0.546739
4,"516_FED_20161217a_3T2_PL2017","SamePath",510,0.205818
4,"516_FED_20161217a_3T2_PL2017","SameAg",510,0.466438
4,"516_FED_20161217a_3T2_PL2017","DiffAll",510,0.240053
4,"516_FED_20161217a_3T2_PL2017","Cont",510,0.507906
4,"516_FED_20161217a_3T2_PL2017","DiffAll-Cont",510,-0.267853
4,"516_FED_20161217a_3T2_PL2017","SameMan-Cont",510,0.038833
4,"516_FED_20161217a_3T2_PL2017","SamePath-Cont",510,-0.302088
4,"516_FED_20161217a_3T2_PL2017","SameAg-Cont",510,-0.041468
4,"516_FED_20161217a_3T2_PL2017","SameAll-Cont",510,-0.410742
4,"516_FED_20161217a_3T2_PL2017","All-Cont",510,-0.196664
4,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAll",510,0.142889
4,"516_FED_20161217a_3T2_PL2017","DiffAll-SameMan",510,-0.306686
4,"516_FED_20161217a_3T2_PL2017","DiffAll-SamePath",510,0.034235
4,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAg",510,-0.226385
4,"516_FED_20161217a_3T2_PL2017","SameMan-SameAll",510,0.449575
4,"516_FED_20161217a_3T2_PL2017","SamePath-SameAll",510,0.108654
4,"516_FED_20161217a_3T2_PL2017","SameAg-SameAll",510,0.369274
4,"424_FED_20161228c_3T2_PL2017","SameAll",510,-0.327049
4,"424_FED_20161228c_3T2_PL2017","SameMan",510,-0.081553
4,"424_FED_20161228c_3T2_PL2017","SamePath",510,0.02632
4,"424_FED_20161228c_3T2_PL2017","SameAg",510,0.446127
4,"424_FED_20161228c_3T2_PL2017","DiffAll",510,-0.184078
4,"424_FED_20161228c_3T2_PL2017","Cont",510,-0.698497
4,"424_FED_20161228c_3T2_PL2017","DiffAll-Cont",510,0.514419
4,"424_FED_20161228c_3T2_PL2017","SameMan-Cont",510,0.616944
4,"424_FED_20161228c_3T2_PL2017","SamePath-Cont",510,0.724818
4,"424_FED_20161228c_3T2_PL2017","SameAg-Cont",510,1.144625
4,"424_FED_20161228c_3T2_PL2017","SameAll-Cont",510,0.371449
4,"424_FED_20161228c_3T2_PL2017","All-Cont",510,0.674451
4,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAll",510,0.14297
4,"424_FED_20161228c_3T2_PL2017","DiffAll-SameMan",510,-0.102525
4,"424_FED_20161228c_3T2_PL2017","DiffAll-SamePath",510,-0.210399
4,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAg",510,-0.630206
4,"424_FED_20161228c_3T2_PL2017","SameMan-SameAll",510,0.245495
4,"424_FED_20161228c_3T2_PL2017","SamePath-SameAll",510,0.353369
4,"424_FED_20161228c_3T2_PL2017","SameAg-SameAll",510,0.773176
4,"426_FED_20161215c_3T2_PL2017","SameAll",510,-0.246937
4,"426_FED_20161215c_3T2_PL2017","SameMan",510,0.32143
4,"426_FED_20161215c_3T2_PL2017","SamePath",510,-1.21822
4,"426_FED_20161215c_3T2_PL2017","SameAg",510,0.209739
4,"426_FED_20161215c_3T2_PL2017","DiffAll",510,1.874491
4,"426_FED_20161215c_3T2_PL2017","Cont",510,0.919532
4,"426_FED_20161215c_3T2_PL2017","DiffAll-Cont",510,0.954959
4,"426_FED_20161215c_3T2_PL2017","SameMan-Cont",510,-0.598101
4,"426_FED_20161215c_3T2_PL2017","SamePath-Cont",510,-2.137752
4,"426_FED_20161215c_3T2_PL2017","SameAg-Cont",510,-0.709793
4,"426_FED_20161215c_3T2_PL2017","SameAll-Cont",510,-1.166469
4,"426_FED_20161215c_3T2_PL2017","All-Cont",510,-0.731431
4,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAll",510,2.121429
4,"426_FED_20161215c_3T2_PL2017","DiffAll-SameMan",510,1.553061
4,"426_FED_20161215c_3T2_PL2017","DiffAll-SamePath",510,3.092711
4,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAg",510,1.664752
4,"426_FED_20161215c_3T2_PL2017","SameMan-SameAll",510,0.568368
4,"426_FED_20161215c_3T2_PL2017","SamePath-SameAll",510,-0.971282
4,"426_FED_20161215c_3T2_PL2017","SameAg-SameAll",510,0.456677
5,"334_FED_20161221a_3T2_PL2017","SameAll",88,0.328031
5,"334_FED_20161221a_3T2_PL2017","SameMan",88,0.339714
5,"334_FED_20161221a_3T2_PL2017","SamePath",88,0.783874
5,"334_FED_20161221a_3T2_PL2017","SameAg",88,0.040649
5,"334_FED_20161221a_3T2_PL2017","DiffAll",88,-0.726824
5,"334_FED_20161221a_3T2_PL2017","Cont",88,-0.203456
5,"334_FED_20161221a_3T2_PL2017","DiffAll-Cont",88,-0.523368
5,"334_FED_20161221a_3T2_PL2017","SameMan-Cont",88,0.54317
5,"334_FED_20161221a_3T2_PL2017","SamePath-Cont",88,0.987329
5,"334_FED_20161221a_3T2_PL2017","SameAg-Cont",88,0.244105
5,"334_FED_20161221a_3T2_PL2017","SameAll-Cont",88,0.531487
5,"334_FED_20161221a_3T2_PL2017","All-Cont",88,0.356545
5,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAll",88,-1.054855
5,"334_FED_20161221a_3T2_PL2017","DiffAll-SameMan",88,-1.066538
5,"334_FED_20161221a_3T2_PL2017","DiffAll-SamePath",88,-1.510697
5,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAg",88,-0.767473
5,"334_FED_20161221a_3T2_PL2017","SameMan-SameAll",88,0.011683
5,"334_FED_20161221a_3T2_PL2017","SamePath-SameAll",88,0.455843
5,"334_FED_20161221a_3T2_PL2017","SameAg-SameAll",88,-0.287382
5,"479_FED_20161228d_3T2_PL2017","SameAll",88,-0.356841
5,"479_FED_20161228d_3T2_PL2017","SameMan",88,-0.272707
5,"479_FED_20161228d_3T2_PL2017","SamePath",88,-0.141975
5,"479_FED_20161228d_3T2_PL2017","SameAg",88,-0.222293
5,"479_FED_20161228d_3T2_PL2017","DiffAll",88,0.014563
5,"479_FED_20161228d_3T2_PL2017","Cont",88,-0.069911
5,"479_FED_20161228d_3T2_PL2017","DiffAll-Cont",88,0.084474
5,"479_FED_20161228d_3T2_PL2017","SameMan-Cont",88,-0.202796
5,"479_FED_20161228d_3T2_PL2017","SamePath-Cont",88,-0.072064
5,"479_FED_20161228d_3T2_PL2017","SameAg-Cont",88,-0.152382
5,"479_FED_20161228d_3T2_PL2017","SameAll-Cont",88,-0.28693
5,"479_FED_20161228d_3T2_PL2017","All-Cont",88,-0.125939
5,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAll",88,0.371404
5,"479_FED_20161228d_3T2_PL2017","DiffAll-SameMan",88,0.287271
5,"479_FED_20161228d_3T2_PL2017","DiffAll-SamePath",88,0.156538
5,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAg",88,0.236856
5,"479_FED_20161228d_3T2_PL2017","SameMan-SameAll",88,0.084133
5,"479_FED_20161228d_3T2_PL2017","SamePath-SameAll",88,0.214866
5,"479_FED_20161228d_3T2_PL2017","SameAg-SameAll",88,0.134548
5,"522_FED_20161228e_3T2_PL2017","SameAll",88,0.995939
5,"522_FED_20161228e_3T2_PL2017","SameMan",88,-0.331331
5,"522_FED_20161228e_3T2_PL2017","SamePath",88,0.71942
5,"522_FED_20161228e_3T2_PL2017","SameAg",88,0.369809
5,"522_FED_20161228e_3T2_PL2017","DiffAll",88,0.259052
5,"522_FED_20161228e_3T2_PL2017","Cont",88,0.79522
5,"522_FED_20161228e_3T2_PL2017","DiffAll-Cont",88,-0.536168
5,"522_FED_20161228e_3T2_PL2017","SameMan-Cont",88,-1.126551
5,"522_FED_20161228e_3T2_PL2017","SamePath-Cont",88,-0.0758
5,"522_FED_20161228e_3T2_PL2017","SameAg-Cont",88,-0.425411
5,"522_FED_20161228e_3T2_PL2017","SameAll-Cont",88,0.200719
5,"522_FED_20161228e_3T2_PL2017","All-Cont",88,-0.392642
5,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAll",88,-0.736887
5,"522_FED_20161228e_3T2_PL2017","DiffAll-SameMan",88,0.590383
5,"522_FED_20161228e_3T2_PL2017","DiffAll-SamePath",88,-0.460368
5,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAg",88,-0.110757
5,"522_FED_20161228e_3T2_PL2017","SameMan-SameAll",88,-1.32727
5,"522_FED_20161228e_3T2_PL2017","SamePath-SameAll",88,-0.276519
5,"522_FED_20161228e_3T2_PL2017","SameAg-SameAll",88,-0.62613
5,"516_FED_20161217a_3T2_PL2017","SameAll",88,-0.368331
5,"516_FED_20161217a_3T2_PL2017","SameMan",88,0.224377
5,"516_FED_20161217a_3T2_PL2017","SamePath",88,0.025033
5,"516_FED_20161217a_3T2_PL2017","SameAg",88,0.522093
5,"516_FED_20161217a_3T2_PL2017","DiffAll",88,0.683455
5,"516_FED_20161217a_3T2_PL2017","Cont",88,0.365402
5,"516_FED_20161217a_3T2_PL2017","DiffAll-Cont",88,0.318053
5,"516_FED_20161217a_3T2_PL2017","SameMan-Cont",88,-0.141026
5,"516_FED_20161217a_3T2_PL2017","SamePath-Cont",88,-0.340369
5,"516_FED_20161217a_3T2_PL2017","SameAg-Cont",88,0.156691
5,"516_FED_20161217a_3T2_PL2017","SameAll-Cont",88,-0.733733
5,"516_FED_20161217a_3T2_PL2017","All-Cont",88,-0.148077
5,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAll",88,1.051786
5,"516_FED_20161217a_3T2_PL2017","DiffAll-SameMan",88,0.459079
5,"516_FED_20161217a_3T2_PL2017","DiffAll-SamePath",88,0.658422
5,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAg",88,0.161362
5,"516_FED_20161217a_3T2_PL2017","SameMan-SameAll",88,0.592707
5,"516_FED_20161217a_3T2_PL2017","SamePath-SameAll",88,0.393364
5,"516_FED_20161217a_3T2_PL2017","SameAg-SameAll",88,0.890423
5,"424_FED_20161228c_3T2_PL2017","SameAll",88,-0.366699
5,"424_FED_20161228c_3T2_PL2017","SameMan",88,-0.487084
5,"424_FED_20161228c_3T2_PL2017","SamePath",88,-0.594184
5,"424_FED_20161228c_3T2_PL2017","SameAg",88,-0.025311
5,"424_FED_20161228c_3T2_PL2017","DiffAll",88,-0.515079
5,"424_FED_20161228c_3T2_PL2017","Cont",88,-0.144596
5,"424_FED_20161228c_3T2_PL2017","DiffAll-Cont",88,-0.370483
5,"424_FED_20161228c_3T2_PL2017","SameMan-Cont",88,-0.342489
5,"424_FED_20161228c_3T2_PL2017","SamePath-Cont",88,-0.449588
5,"424_FED_20161228c_3T2_PL2017","SameAg-Cont",88,0.119284
5,"424_FED_20161228c_3T2_PL2017","SameAll-Cont",88,-0.222104
5,"424_FED_20161228c_3T2_PL2017","All-Cont",88,-0.253076
5,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAll",88,-0.148379
5,"424_FED_20161228c_3T2_PL2017","DiffAll-SameMan",88,-0.027994
5,"424_FED_20161228c_3T2_PL2017","DiffAll-SamePath",88,0.079106
5,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAg",88,-0.489767
5,"424_FED_20161228c_3T2_PL2017","SameMan-SameAll",88,-0.120385
5,"424_FED_20161228c_3T2_PL2017","SamePath-SameAll",88,-0.227485
5,"424_FED_20161228c_3T2_PL2017","SameAg-SameAll",88,0.341388
5,"426_FED_20161215c_3T2_PL2017","SameAll",88,-0.171257
5,"426_FED_20161215c_3T2_PL2017","SameMan",88,2.14206
5,"426_FED_20161215c_3T2_PL2017","SamePath",88,0.542363
5,"426_FED_20161215c_3T2_PL2017","SameAg",88,0.10138
5,"426_FED_20161215c_3T2_PL2017","DiffAll",88,2.216893
5,"426_FED_20161215c_3T2_PL2017","Cont",88,0.404962
5,"426_FED_20161215c_3T2_PL2017","DiffAll-Cont",88,1.811931
5,"426_FED_20161215c_3T2_PL2017","SameMan-Cont",88,1.737097
5,"426_FED_20161215c_3T2_PL2017","SamePath-Cont",88,0.137401
5,"426_FED_20161215c_3T2_PL2017","SameAg-Cont",88,-0.303582
5,"426_FED_20161215c_3T2_PL2017","SameAll-Cont",88,-0.576219
5,"426_FED_20161215c_3T2_PL2017","All-Cont",88,0.561326
5,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAll",88,2.38815
5,"426_FED_20161215c_3T2_PL2017","DiffAll-SameMan",88,0.074834
5,"426_FED_20161215c_3T2_PL2017","DiffAll-SamePath",88,1.67453
5,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAg",88,2.115513
5,"426_FED_20161215c_3T2_PL2017","SameMan-SameAll",88,2.313317
5,"426_FED_20161215c_3T2_PL2017","SamePath-SameAll",88,0.71362
5,"426_FED_20161215c_3T2_PL2017","SameAg-SameAll",88,0.272637
6,"334_FED_20161221a_3T2_PL2017","SameAll",101,-0.530655
6,"334_FED_20161221a_3T2_PL2017","SameMan",101,0.349079
6,"334_FED_20161221a_3T2_PL2017","SamePath",101,-0.797649
6,"334_FED_20161221a_3T2_PL2017","SameAg",101,-1.104398
6,"334_FED_20161221a_3T2_PL2017","DiffAll",101,0.139813
6,"334_FED_20161221a_3T2_PL2017","Cont",101,-0.625646
6,"334_FED_20161221a_3T2_PL2017","DiffAll-Cont",101,0.765459
6,"334_FED_20161221a_3T2_PL2017","SameMan-Cont",101,0.974725
6,"334_FED_20161221a_3T2_PL2017","SamePath-Cont",101,-0.172003
6,"334_FED_20161221a_3T2_PL2017","SameAg-Cont",101,-0.478752
6,"334_FED_20161221a_3T2_PL2017","SameAll-Cont",101,0.09499
6,"334_FED_20161221a_3T2_PL2017","All-Cont",101,0.236884
6,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAll",101,0.670469
6,"334_FED_20161221a_3T2_PL2017","DiffAll-SameMan",101,-0.209265
6,"334_FED_20161221a_3T2_PL2017","DiffAll-SamePath",101,0.937462
6,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAg",101,1.244211
6,"334_FED_20161221a_3T2_PL2017","SameMan-SameAll",101,0.879734
6,"334_FED_20161221a_3T2_PL2017","SamePath-SameAll",101,-0.266993
6,"334_FED_20161221a_3T2_PL2017","SameAg-SameAll",101,-0.573742
6,"479_FED_20161228d_3T2_PL2017","SameAll",101,-0.228717
6,"479_FED_20161228d_3T2_PL2017","SameMan",101,-0.384484
6,"479_FED_20161228d_3T2_PL2017","SamePath",101,0.321641
6,"479_FED_20161228d_3T2_PL2017","SameAg",101,0.159632
6,"479_FED_20161228d_3T2_PL2017","DiffAll",101,-0.678535
6,"479_FED_20161228d_3T2_PL2017","Cont",101,-0.233012
6,"479_FED_20161228d_3T2_PL2017","DiffAll-Cont",101,-0.445522
6,"479_FED_20161228d_3T2_PL2017","SameMan-Cont",101,-0.151472
6,"479_FED_20161228d_3T2_PL2017","SamePath-Cont",101,0.554654
6,"479_FED_20161228d_3T2_PL2017","SameAg-Cont",101,0.392645
6,"479_FED_20161228d_3T2_PL2017","SameAll-Cont",101,0.004295
6,"479_FED_20161228d_3T2_PL2017","All-Cont",101,0.07092
6,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAll",101,-0.449818
6,"479_FED_20161228d_3T2_PL2017","DiffAll-SameMan",101,-0.29405
6,"479_FED_20161228d_3T2_PL2017","DiffAll-SamePath",101,-1.000176
6,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAg",101,-0.838167
6,"479_FED_20161228d_3T2_PL2017","SameMan-SameAll",101,-0.155767
6,"479_FED_20161228d_3T2_PL2017","SamePath-SameAll",101,0.550358
6,"479_FED_20161228d_3T2_PL2017","SameAg-SameAll",101,0.388349
6,"522_FED_20161228e_3T2_PL2017","SameAll",101,0.393008
6,"522_FED_20161228e_3T2_PL2017","SameMan",101,0.220069
6,"522_FED_20161228e_3T2_PL2017","SamePath",101,0.928414
6,"522_FED_20161228e_3T2_PL2017","SameAg",101,0.619579
6,"522_FED_20161228e_3T2_PL2017","DiffAll",101,0.441601
6,"522_FED_20161228e_3T2_PL2017","Cont",101,0.862347
6,"522_FED_20161228e_3T2_PL2017","DiffAll-Cont",101,-0.420746
6,"522_FED_20161228e_3T2_PL2017","SameMan-Cont",101,-0.642278
6,"522_FED_20161228e_3T2_PL2017","SamePath-Cont",101,0.066067
6,"522_FED_20161228e_3T2_PL2017","SameAg-Cont",101,-0.242768
6,"522_FED_20161228e_3T2_PL2017","SameAll-Cont",101,-0.469339
6,"522_FED_20161228e_3T2_PL2017","All-Cont",101,-0.341813
6,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAll",101,0.048593
6,"522_FED_20161228e_3T2_PL2017","DiffAll-SameMan",101,0.221532
6,"522_FED_20161228e_3T2_PL2017","DiffAll-SamePath",101,-0.486813
6,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAg",101,-0.177978
6,"522_FED_20161228e_3T2_PL2017","SameMan-SameAll",101,-0.172939
6,"522_FED_20161228e_3T2_PL2017","SamePath-SameAll",101,0.535406
6,"522_FED_20161228e_3T2_PL2017","SameAg-SameAll",101,0.226571
6,"516_FED_20161217a_3T2_PL2017","SameAll",101,0.375889
6,"516_FED_20161217a_3T2_PL2017","SameMan",101,0.088255
6,"516_FED_20161217a_3T2_PL2017","SamePath",101,-0.385228
6,"516_FED_20161217a_3T2_PL2017","SameAg",101,-0.274091
6,"516_FED_20161217a_3T2_PL2017","DiffAll",101,0.437399
6,"516_FED_20161217a_3T2_PL2017","Cont",101,0.080813
6,"516_FED_20161217a_3T2_PL2017","DiffAll-Cont",101,0.356586
6,"516_FED_20161217a_3T2_PL2017","SameMan-Cont",101,0.007441
6,"516_FED_20161217a_3T2_PL2017","SamePath-Cont",101,-0.466042
6,"516_FED_20161217a_3T2_PL2017","SameAg-Cont",101,-0.354904
6,"516_FED_20161217a_3T2_PL2017","SameAll-Cont",101,0.295075
6,"516_FED_20161217a_3T2_PL2017","All-Cont",101,-0.032369
6,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAll",101,0.061511
6,"516_FED_20161217a_3T2_PL2017","DiffAll-SameMan",101,0.349145
6,"516_FED_20161217a_3T2_PL2017","DiffAll-SamePath",101,0.822628
6,"516_FED_20161217a_3T2_PL2017","DiffAll-SameAg",101,0.71149
6,"516_FED_20161217a_3T2_PL2017","SameMan-SameAll",101,-0.287634
6,"516_FED_20161217a_3T2_PL2017","SamePath-SameAll",101,-0.761117
6,"516_FED_20161217a_3T2_PL2017","SameAg-SameAll",101,-0.649979
6,"424_FED_20161228c_3T2_PL2017","SameAll",101,0.164155
6,"424_FED_20161228c_3T2_PL2017","SameMan",101,-0.359547
6,"424_FED_20161228c_3T2_PL2017","SamePath",101,0.183384
6,"424_FED_20161228c_3T2_PL2017","SameAg",101,0.591391
6,"424_FED_20161228c_3T2_PL2017","DiffAll",101,-0.061296
6,"424_FED_20161228c_3T2_PL2017","Cont",101,-0.218134
6,"424_FED_20161228c_3T2_PL2017","DiffAll-Cont",101,0.156838
6,"424_FED_20161228c_3T2_PL2017","SameMan-Cont",101,-0.141413
6,"424_FED_20161228c_3T2_PL2017","SamePath-Cont",101,0.401518
6,"424_FED_20161228c_3T2_PL2017","SameAg-Cont",101,0.809524
6,"424_FED_20161228c_3T2_PL2017","SameAll-Cont",101,0.382289
6,"424_FED_20161228c_3T2_PL2017","All-Cont",101,0.321751
6,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAll",101,-0.225451
6,"424_FED_20161228c_3T2_PL2017","DiffAll-SameMan",101,0.298251
6,"424_FED_20161228c_3T2_PL2017","DiffAll-SamePath",101,-0.24468
6,"424_FED_20161228c_3T2_PL2017","DiffAll-SameAg",101,-0.652687
6,"424_FED_20161228c_3T2_PL2017","SameMan-SameAll",101,-0.523702
6,"424_FED_20161228c_3T2_PL2017","SamePath-SameAll",101,0.019229
6,"424_FED_20161228c_3T2_PL2017","SameAg-SameAll",101,0.427235
6,"426_FED_20161215c_3T2_PL2017","SameAll",101,-0.144705
6,"426_FED_20161215c_3T2_PL2017","SameMan",101,0.137303
6,"426_FED_20161215c_3T2_PL2017","SamePath",101,-1.59498
6,"426_FED_20161215c_3T2_PL2017","SameAg",101,-0.576586
6,"426_FED_20161215c_3T2_PL2017","DiffAll",101,0.965355
6,"426_FED_20161215c_3T2_PL2017","Cont",101,0.37123
6,"426_FED_20161215c_3T2_PL2017","DiffAll-Cont",101,0.594125
6,"426_FED_20161215c_3T2_PL2017","SameMan-Cont",101,-0.233927
6,"426_FED_20161215c_3T2_PL2017","SamePath-Cont",101,-1.96621
6,"426_FED_20161215c_3T2_PL2017","SameAg-Cont",101,-0.947815
6,"426_FED_20161215c_3T2_PL2017","SameAll-Cont",101,-0.515935
6,"426_FED_20161215c_3T2_PL2017","All-Cont",101,-0.613952
6,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAll",101,1.11006
6,"426_FED_20161215c_3T2_PL2017","DiffAll-SameMan",101,0.828052
6,"426_FED_20161215c_3T2_PL2017","DiffAll-SamePath",101,2.560335
6,"426_FED_20161215c_3T2_PL2017","DiffAll-SameAg",101,1.541941
6,"426_FED_20161215c_3T2_PL2017","SameMan-SameAll",101,0.282008
6,"426_FED_20161215c_3T2_PL2017","SamePath-SameAll",101,-1.450275
6,"426_FED_20161215c_3T2_PL2017","SameAg-SameAll",101,-0.431881
7,"334_FED_20161221a_3T2_PL2017","SameAll",352,0.09673
7,"334_FED_20161221a_3T2_PL2017","SameMan",352,0.081621
7,"334_FED_20161221a_3T2_PL2017","SamePath",352,0.233537
7,"334_FED_20161221a_3T2_PL2017","SameAg",352,0.019461
7,"334_FED_20161221a_3T2_PL2017","DiffAll",352,0.191605
7,"334_FED_20161221a_3T2_PL2017","Cont",352,0.657091
7,"334_FED_20161221a_3T2_PL2017","DiffAll-Cont",352,-0.465486
7,"334_FED_20161221a_3T2_PL2017","SameMan-Cont",352,-0.57547
7,"334_FED_20161221a_3T2_PL2017","SamePath-Cont",352,-0.423554
7,"334_FED_20161221a_3T2_PL2017","SameAg-Cont",352,-0.63763
7,"334_FED_20161221a_3T2_PL2017","SameAll-Cont",352,-0.560361
7,"334_FED_20161221a_3T2_PL2017","All-Cont",352,-0.5325
7,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAll",352,0.094875
7,"334_FED_20161221a_3T2_PL2017","DiffAll-SameMan",352,0.109984
7,"334_FED_20161221a_3T2_PL2017","DiffAll-SamePath",352,-0.041932
7,"334_FED_20161221a_3T2_PL2017","DiffAll-SameAg",352,0.172144
7,"334_FED_20161221a_3T2_PL2017","SameMan-SameAll",352,-0.015108
7,"334_FED_20161221a_3T2_PL2017","SamePath-SameAll",352,0.136807
7,"334_FED_20161221a_3T2_PL2017","SameAg-SameAll",352,-0.077269
7,"479_FED_20161228d_3T2_PL2017","SameAll",352,0.232141
7,"479_FED_20161228d_3T2_PL2017","SameMan",352,0.062199
7,"479_FED_20161228d_3T2_PL2017","SamePath",352,0.198483
7,"479_FED_20161228d_3T2_PL2017","SameAg",352,0.561646
7,"479_FED_20161228d_3T2_PL2017","DiffAll",352,-0.200475
7,"479_FED_20161228d_3T2_PL2017","Cont",352,-0.139992
7,"479_FED_20161228d_3T2_PL2017","DiffAll-Cont",352,-0.060483
7,"479_FED_20161228d_3T2_PL2017","SameMan-Cont",352,0.202191
7,"479_FED_20161228d_3T2_PL2017","SamePath-Cont",352,0.338475
7,"479_FED_20161228d_3T2_PL2017","SameAg-Cont",352,0.701638
7,"479_FED_20161228d_3T2_PL2017","SameAll-Cont",352,0.372133
7,"479_FED_20161228d_3T2_PL2017","All-Cont",352,0.310791
7,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAll",352,-0.432617
7,"479_FED_20161228d_3T2_PL2017","DiffAll-SameMan",352,-0.262674
7,"479_FED_20161228d_3T2_PL2017","DiffAll-SamePath",352,-0.398959
7,"479_FED_20161228d_3T2_PL2017","DiffAll-SameAg",352,-0.762121
7,"479_FED_20161228d_3T2_PL2017","SameMan-SameAll",352,-0.169942
7,"479_FED_20161228d_3T2_PL2017","SamePath-SameAll",352,-0.033658
7,"479_FED_20161228d_3T2_PL2017","SameAg-SameAll",352,0.329504
7,"522_FED_20161228e_3T2_PL2017","SameAll",352,0.185978
7,"522_FED_20161228e_3T2_PL2017","SameMan",352,-0.131243
7,"522_FED_20161228e_3T2_PL2017","SamePath",352,-0.035669
7,"522_FED_20161228e_3T2_PL2017","SameAg",352,-0.06185
7,"522_FED_20161228e_3T2_PL2017","DiffAll",352,-0.032552
7,"522_FED_20161228e_3T2_PL2017","Cont",352,0.458328
7,"522_FED_20161228e_3T2_PL2017","DiffAll-Cont",352,-0.49088
7,"522_FED_20161228e_3T2_PL2017","SameMan-Cont",352,-0.589571
7,"522_FED_20161228e_3T2_PL2017","SamePath-Cont",352,-0.493997
7,"522_FED_20161228e_3T2_PL2017","SameAg-Cont",352,-0.520178
7,"522_FED_20161228e_3T2_PL2017","SameAll-Cont",352,-0.27235
7,"522_FED_20161228e_3T2_PL2017","All-Cont",352,-0.473395
7,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAll",352,-0.21853
7,"522_FED_20161228e_3T2_PL2017","DiffAll-SameMan",352,0.098691
7,"522_FED_20161228e_3T2_PL2017","DiffAll-SamePath",352,0.003117
7,"522_FED_20161228e_3T2_PL2017","DiffAll-SameAg",352,0.029298
7,"522_FED_20161228e_3T2_PL2017","SameMan-SameAll",352,-0.317221
7,"522_FED_20161228e_3T2_PL2017","SamePath-SameAll",352,-0.221647
